text,popularity,meaning1,meaning2
è vero,1141435,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",true
di quello,1140296,"used to indicate possession, after the thing owned and before the owner; of; ’s","that, those"
mia madre,1139764,feminine singular of mio,mother
un sorriso,1139335,"apocopic form of uno: a, an",smile
il corpo,1138298,the,body (the physical structure of a human or animal)
contro il,1134686,against,the
andare a,1132583,to go,"The first letter of the Italian alphabet, called a and written in the Latin script."
si trova,1127938,"oneself, himself, herself, itself, themselves",inflection of trovare:
al momento,1126094,"contraction of a + il, literally “to the, at the”",moment
l' idea,1123713,"apocopic form of il/lo, la: the",idea
delle sue,1123206,"contraction of di le; of the, from the",plural of sua
credo che,1121565,creed,what; which
non l',1121138,not,"apocopic form of il/lo, la: the"
la storia,1119650,the,history
sotto la,1118282,"under, beneath, underneath",the
in casa,1117083,in,house
il problema,1114740,the,problem
in tal,1111677,in,apocopic form of tale
non posso,1110962,not,first-person singular present indicative of potere
l' ha,1107446,"apocopic form of il/lo, la: the",third-person singular present indicative of avere and (obsolete) havere
non vi,1107399,not,"second-person personal plural object pronoun: you, to you"
a causa,1104640,"The first letter of the Italian alphabet, called a and written in the Latin script.",cause
a dire,1104545,"The first letter of the Italian alphabet, called a and written in the Latin script.",to utter (produce (speech or other sounds) with one's voice)
si erano,1104167,"oneself, himself, herself, itself, themselves",third-person plural imperfect indicative of essere
in maniera,1104073,in,"manner, way"
che lui,1102742,what; which,he
al fine,1102321,"contraction of a + il, literally “to the, at the”",thin
di questi,1101659,"used to indicate possession, after the thing owned and before the owner; of; ’s",masculine plural of questo
cercando di,1100947,gerund of cercare,"used to indicate possession, after the thing owned and before the owner; of; ’s"
che una,1097135,what; which,feminine singular of uno
la strada,1097095,the,"road, way, street"
l' altra,1096480,"apocopic form of il/lo, la: the",feminine singular of altro
e lui,1096370,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",he
durante la,1091716,during,the
e quando,1091618,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",when
che fosse,1091551,what; which,third-person singular imperfect subjunctive of essere
di chi,1090527,"used to indicate possession, after the thing owned and before the owner; of; ’s","who, whom; whoever"
è di,1089548,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","used to indicate possession, after the thing owned and before the owner; of; ’s"
se l',1086595,abbreviation of sudest; southeast,"apocopic form of il/lo, la: the"
capacità di,1084860,"capacity (to do something), ability, skill","used to indicate possession, after the thing owned and before the owner; of; ’s"
poi si,1081065,then,"oneself, himself, herself, itself, themselves"
coloro che,1080179,they,what; which
di sé,1077701,"used to indicate possession, after the thing owned and before the owner; of; ’s","oneself, himself, herself"
che vi,1075613,what; which,"second-person personal plural object pronoun: you, to you"
per lui,1074407,for,he
una serie,1070833,feminine singular of uno,series
le due,1067926,the,two
a partire,1066356,"The first letter of the Italian alphabet, called a and written in the Latin script.",to depart; to leave; to set forth
il capo,1065019,the,"boss, chief, leader"
maggior parte,1064766,apocopic form of maggiore,part
i nostri,1064482,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",masculine plural of nostro
fra le,1063002,between,the
in seguito,1057962,in,past participle of seguire
molto più,1057310,"much, very much, a lot (with verbs)",comparative degree of molto; more
il resto,1056176,the,"rest, remainder, balance"
non gli,1053827,not,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
dopo il,1053649,later,the
ed il,1052280,"alternative form of e for euphony, especially before /e/ or /ɛ/; and",the
e lei,1050436,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",she
la parte,1049520,the,part
non le,1049137,not,the
il termine,1047970,the,"end, close"
senso di,1046456,sense,"used to indicate possession, after the thing owned and before the owner; of; ’s"
in mano,1041158,in,hand
una nuova,1040890,feminine singular of uno,news
la legge,1039799,the,law
contro la,1037619,against,the
il caso,1034629,the,"chance, fate"
o la,1033466,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",the
la notte,1032864,the,night
con lo,1032463,"with, together","the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the"
in mezzo,1030350,in,"half, middle"
ed era,1026907,"alternative form of e for euphony, especially before /e/ or /ɛ/; and","age, epoch, period"
l' unica,1026317,"apocopic form of il/lo, la: the",only thing
per essere,1021815,for,Used as a copula. to be
suo padre,1021567,"his, her, its",father
verso di,1020214,verse,"used to indicate possession, after the thing owned and before the owner; of; ’s"
se fosse,1019065,abbreviation of sudest; southeast,third-person singular imperfect subjunctive of essere
ma in,1017526,"but, however",in
e come,1014740,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",how
il lavoro,1011041,the,work (all senses)
sulla base,1009918,"plant of the genus Sulla, particularly Sulla coronaria.","base, alkaline"
del mio,996540,"contraction of di + il; some, of the, from the",my; of mine (used attributively)
la gente,996044,the,noble
è sempre,995799,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",always
suoi occhi,994276,masculine plural of suo,plural of occhio
di Dio,992888,"used to indicate possession, after the thing owned and before the owner; of; ’s","god, deity"
lei non,992301,she,not
il numero,989233,the,number
del codice,988587,"contraction of di + il; some, of the, from the",code (all meanings)
di quelle,986386,"used to indicate possession, after the thing owned and before the owner; of; ’s",feminine plural of quello
un nuovo,984644,"apocopic form of uno: a, an",new
le altre,984118,the,feminine plural of altro
al comma,982489,"contraction of a + il, literally “to the, at the”","subsection, subparagraph"
lui non,980775,he,not
non fosse,980695,not,third-person singular imperfect subjunctive of essere
qualcosa che,978731,something,what; which
sua vita,975992,feminine singular of suo,life
la situazione,974478,the,"situation, position, condition, circumstances"
in vigore,971119,in,"vigour, stamina, strength"
da cui,970748,from (all senses),"prepositional of che: whom, which"
è così,970173,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",so
che avrebbe,970016,what; which,third-person singular conditional of avere
o in,968973,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",in
si fa,967761,"oneself, himself, herself, itself, themselves",third-person singular present indicative of fare
solo un,965824,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome","apocopic form of uno: a, an"
a terra,964973,"The first letter of the Italian alphabet, called a and written in the Latin script.",ground
a livello,963821,"The first letter of the Italian alphabet, called a and written in the Latin script.",level
dalla legge,963812,"contraction of da + la, literally “from the”",law
in qualche,963400,in,few
era in,959980,"age, epoch, period",in
e più,955689,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",comparative degree of molto; more
tra la,954725,between,the
è quello,954546,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","that, those"
momento in,954410,moment,in
allo stesso,952706,"contraction of a + lo, literally “to the, at the”","same, equal"
a loro,951688,"The first letter of the Italian alphabet, called a and written in the Latin script.","they, them"
di fatto,947799,"used to indicate possession, after the thing owned and before the owner; of; ’s","done, made"
la casa,947736,the,house
la cui,945937,the,"prepositional of che: whom, which"
non la,945755,not,the
e questo,945706,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","this, these"
a non,944600,"The first letter of the Italian alphabet, called a and written in the Latin script.",not
le aveva,943574,the,third-person singular imperfect indicative of avere
