text,popularity,meaning1,meaning2
是 从,16891,to be (followed by substantives only),variant of 從|从[cong2]
也 没有,16884,surname Ye,haven't
增长 率,16848,to grow; to increase,(bound form) ratio; rate; proportion
的 其他,16845,of; ~'s (possessive particle),other
的 认识,16839,of; ~'s (possessive particle),to know
每 一个,16788,each,a; an; one
随 着,16781,surname Sui,variant of 著|着[zhao1]
服务 体系,16763,to serve,system
人们 的,16727,people,of; ~'s (possessive particle)
建立 了,16709,to establish,(completed action marker)
卫生 院,16707,hygienic; sanitary,courtyard
人类 的,16704,humanity,of; ~'s (possessive particle)
的 成本,16674,of; ~'s (possessive particle),"(manufacturing, production etc) costs"
实现 了,16669,to achieve; to implement; to realize; to bring about,(completed action marker)
自主 创新,16664,to act independently; to be autonomous; to be in control of one's own affairs,to bring forth new ideas; to blaze new trails
房 地产,16624,surname Fang,real estate; landed estate; landed property
有 助,16600,to have; there is,to help
全 年,16593,surname Quan,surname Nian
的 活动,16587,of; ~'s (possessive particle),to exercise; to move about; to work out
很 好,16540,very; quite,good
得到 了,16538,to get; to obtain; to receive,(completed action marker)
条 规定,16526,strip,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota)
的 一些,16510,of; ~'s (possessive particle),some; a few; a little; (following an adjective) slightly ...er
供应 业,16480,"to supply; to provide (goods, services etc)",surname Ye
出版 社,16460,to publish,(bound form) society; organization; agency
的 全面,16445,of; ~'s (possessive particle),all-around
行政 管理,16443,administration,to supervise
是 个,16437,to be (followed by substantives only),used in 自個兒|自个儿[zi4 ge3 r5]
人 都,16408,person; people,surname Du
大 规模,16400,big; large; great,scale; scope; extent
的 战略,16384,of; ~'s (possessive particle),strategy
可能 会,16381,might (happen),can; to have the skill; to know how to
会 有,16353,can; to have the skill; to know how to,to have; there is
样 的,16347,manner,of; ~'s (possessive particle)
直接 投资,16333,direct (opposite: indirect 間接|间接[jian4 jie1]),investment
取得 了,16319,to acquire; to get; to obtain,(completed action marker)
为 基础,16318,as (in the capacity of),base; foundation; basis
意义 上,16287,sense,used in 上聲|上声[shang3 sheng1]
强烈 的,16287,strong; intense,of; ~'s (possessive particle)
的 建设,16285,of; ~'s (possessive particle),to build; to construct; to establish; to develop; to institute
的 相关,16271,of; ~'s (possessive particle),related
快速 发展,16260,fast; high-speed; rapid,development
对 我国,16246,right; correct,my country; our country
制品 业,16246,products,surname Ye
的 世界,16241,of; ~'s (possessive particle),world
产生 了,16232,to arise; to come into being; to come about,(completed action marker)
国 的,16162,surname Guo,of; ~'s (possessive particle)
学校 的,16160,school,of; ~'s (possessive particle)
增长 的,16135,to grow; to increase,of; ~'s (possessive particle)
劳动 合同,16128,work,contract; agreement
医疗 卫生,16122,medical treatment,hygienic; sanitary
的 学术,16104,of; ~'s (possessive particle),learning
更 多,16087,to change or replace,many; much; more; a lot of
研究 所,16074,research,actually
经济 结构,16073,economy,structure
目标 的,16054,target,of; ~'s (possessive particle)
的 积极,16051,of; ~'s (possessive particle),active
中国 特色,16050,China,a characteristic; a distinctive feature or quality
将 会,16033,will,can; to have the skill; to know how to
使用 的,16013,to use,of; ~'s (possessive particle)
宏观 调控,16013,macro-,to regulate
市场 竞争,16010,marketplace; market; bazaar,to compete
可以 看,16010,can,to look after
工作 会议,15958,to work,meeting
经济 活动,15948,economy,to exercise; to move about; to work out
数 人,15919,to count,person; people
四 个,15918,four,used in 自個兒|自个儿[zi4 ge3 r5]
徒刑 或者,15918,prison sentence,or
的 生存,15912,of; ~'s (possessive particle),to exist
在 他,15908,to exist; to be alive,"(third-person singular) (since the early 20th century, usu. male) he; him; his"
投资 的,15895,investment,of; ~'s (possessive particle)
看 来,15883,to look after,to come
而 是,15881,and,to be (followed by substantives only)
三 十条,15869,surname San,
投资 企业,15842,investment,company; firm; enterprise; corporation
服务 和,15834,to serve,old variant of 和[he2]
是 为了,15831,to be (followed by substantives only),for; for the purpose of; in order to
分析 了,15825,to analyze,(completed action marker)
管 理,15812,variant of 管[guan3],texture
万 美元,15796,used in 万俟[Mo4 qi2],American dollar; US dollar
产品 和,15784,goods,old variant of 和[he2]
可能 是,15769,might (happen),to be (followed by substantives only)
文化 建设,15754,culture,to build; to construct; to establish; to develop; to institute
等 的,15729,to wait for; to await,of; ~'s (possessive particle)
历史 的,15729,history,of; ~'s (possessive particle)
了 重要,15722,(completed action marker),important; significant; major
年 第,15720,surname Nian,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")"
的 选择,15711,of; ~'s (possessive particle),to select; to pick
万 吨,15696,used in 万俟[Mo4 qi2],ton (loanword)
二 次,15694,two,next in sequence
的 标准,15675,of; ~'s (possessive particle),standard; norm; criterion
是 要,15673,to be (followed by substantives only),(bound form) to demand; to coerce
到 的,15659,to reach; to arrive,of; ~'s (possessive particle)
残疾 人,15636,disabled,person; people
科学 的,15628,science,of; ~'s (possessive particle)
都 在,15626,surname Du,to exist; to be alive
协调 发展,15619,to coordinate,development
改革 的,15608,reform,of; ~'s (possessive particle)
的 经营,15604,of; ~'s (possessive particle),to engage in (business etc); to run; to operate
的 责任,15587,of; ~'s (possessive particle),responsibility; duty; liability
的 心理,15582,of; ~'s (possessive particle),psychology; mentality
程度 上,15571,degree; level; extent,used in 上聲|上声[shang3 sheng1]
档案 馆,15566,file; record; archive,variant of 館|馆[guan3]
员工 的,15566,staff; personnel; employee,of; ~'s (possessive particle)
体系 的,15543,system,of; ~'s (possessive particle)
的 竞争,15521,of; ~'s (possessive particle),to compete
以上 的,15479,that level or higher; that amount or more,of; ~'s (possessive particle)
的 农村,15474,of; ~'s (possessive particle),rural area
是 有,15465,to be (followed by substantives only),to have; there is
多元 化,15452,poly-,variant of 花[hua1]
在 美国,15429,to exist; to be alive,United States; USA; US
带 来,15413,band,to come
的 因素,15412,of; ~'s (possessive particle),element
足够 的,15381,enough; sufficient,of; ~'s (possessive particle)
城乡 居民,15364,city and countryside,resident; inhabitant
发展 方式,15361,development,way; method; manner; mode; pattern (of behavior etc)
力 的,15356,surname Li,of; ~'s (possessive particle)
的 根本,15348,of; ~'s (possessive particle),fundamental
和 管理,15345,old variant of 和[he2],to supervise
地位 的,15344,position,of; ~'s (possessive particle)
为 核心,15339,as (in the capacity of),core; nucleus
增 长,15316,(bound form) to increase; to augment; to add to,long
发展 水平,15304,development,horizontal; level
国家 和,15302,country; nation; state,old variant of 和[he2]
年末 总,15290,end of the year,(bound form) general; overall
进 人,15277,to go forward,person; people
造成 的,15260,to bring about; to create; to cause,of; ~'s (possessive particle)
式 的,15244,type,of; ~'s (possessive particle)
进一步 加强,15227,to go a step further,to reinforce; to strengthen; to enhance
对 自己,15204,right; correct,oneself; (attributive) one's own
发生 了,15202,"to happen; to occur; to take place; to arise (e.g. 發生問題|发生问题[fa1 sheng1 wen4 ti2] ""a problem arises"")",(completed action marker)
时代 的,15200,"Time, US weekly news magazine",of; ~'s (possessive particle)
温 家宝,15196,surname Wen,
的 商业,15186,of; ~'s (possessive particle),business
加 工业,15180,Canada (abbr. for 加拿大[Jia1 na2 da4]),industry
窗 体,15178,old variant of 窗[chuang1],used in 體己|体己[ti1 ji5]
的 科学,15176,of; ~'s (possessive particle),science
文学 的,15172,literature,of; ~'s (possessive particle)
出现 的,15165,to appear,of; ~'s (possessive particle)
民族 地区,15145,nationality; ethnic group,region; area (informal or geographical term)
的 交易,15144,of; ~'s (possessive particle),to deal; to trade; to transact
民法 典,15079,civil law,canon
工业 企业,15078,industry,company; firm; enterprise; corporation
这样 一个,15061,this way; like this; so,a; an; one
还 有,15042,surname Huan,to have; there is
水平 的,15037,horizontal; level,of; ~'s (possessive particle)
的 合理,15035,of; ~'s (possessive particle),rational; reasonable; sensible; fair
的 现象,15025,of; ~'s (possessive particle),phenomenon
就 不,15024,(after a suppositional clause) in that case; then,no; not so
具体 的,15021,concrete; specific; detailed,of; ~'s (possessive particle)
大量 的,15014,great amount,of; ~'s (possessive particle)
在 内,15014,to exist; to be alive,inside
风 廉政,15014,wind,to govern with integrity; clean and honest government
规范 的,15009,norm,of; ~'s (possessive particle)
理论 的,14987,theory,of; ~'s (possessive particle)
在 一个,14983,to exist; to be alive,a; an; one
健康 发展,14973,health,development
无论 是,14972,no matter what or how,to be (followed by substantives only)
财政 一般,14969,public finance; government finance,same
带来 的,14927,to bring,of; ~'s (possessive particle)
负责 人,14890,to be responsible for; to be in charge of; to bear responsibility for,person; people
的 资金,14864,of; ~'s (possessive particle),funds; capital
又 是,14845,(once) again,to be (followed by substantives only)
医疗 保险,14830,medical treatment,insurance
和谐 社会,14827,harmonious,society
问 题,14810,to ask; to inquire,surname Ti
合理 的,14793,rational; reasonable; sensible; fair,of; ~'s (possessive particle)
说 是,14789,to persuade,to be (followed by substantives only)
认 知,14780,to recognize,to know
对 企业,14775,right; correct,company; firm; enterprise; corporation
化 进程,14771,variant of 花[hua1],course of events; process
有 可能,14769,to have; there is,might (happen)
了 他,14764,(completed action marker),"(third-person singular) (since the early 20th century, usu. male) he; him; his"
国内 外,14763,domestic,outside
城镇 居民,14745,town,resident; inhabitant
美元 的,14743,American dollar; US dollar,of; ~'s (possessive particle)
外商 投资,14736,foreign businessman,investment
统一 的,14713,to unify; to integrate,of; ~'s (possessive particle)
起 到,14706,to rise,to reach; to arrive
的 会计,14669,of; ~'s (possessive particle),accountant
基本 情况,14668,basic,circumstances; state of affairs; situation
每个 人,14645,each; every,person; people
生产 总值,14639,to produce; to manufacture,total value
学生 的,14626,student,of; ~'s (possessive particle)
的 支持,14607,of; ~'s (possessive particle),to be in favor of
要 有,14578,(bound form) to demand; to coerce,to have; there is
相 结合,14549,surname Xiang,to combine
一 部,14543,one,ministry
一 次,14517,one,next in sequence
积极 性,14509,active,nature
民营 企业,14495,"privately run (i.e. by a company, not the state)",company; firm; enterprise; corporation
可能 性,14494,might (happen),nature
的 成功,14480,of; ~'s (possessive particle),to succeed
国 际,14455,surname Guo,border
职业 教育,14442,occupation; profession; vocation,to educate
人才 培养,14433,talent,to cultivate
