text,popularity,meaning1,meaning2
sich bei,4396183,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","by, near"
sich aus,4384539,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",out
sich eine,4379898,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",nominative/accusative feminine singular of ein
in einen,4376092,"[with dative] in, inside, within, at (inside a building)",accusative masculine singular of ein
der anderen,4365931,"nominative masculine singular definite article, the",inflection of anderer:
es mir,4354111,"Refers to a neuter noun (person, animal, thing or abstract)","dative of ich: me, to me"
und nach,4331613,and,"after, past (later in time)"
es wird,4325720,"Refers to a neuter noun (person, animal, thing or abstract)",third-person singular present of werden
die meisten,4320165,nominative/accusative singular feminine of der,superlative degree of viel
in seinen,4306632,"[with dative] in, inside, within, at (inside a building)",inflection of sein:
da die,4305252,there,nominative/accusative singular feminine of der
für ihn,4292372,describes an abstract directionality towards a person or matter,"accusative of er; him, it (masculine, direct object)."
ist auch,4286184,third-person singular present of sein,"also, too, as well (in addition to whatever or whoever has previously been listed)"
im Sinne,4264857,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of sinnen:
doch nicht,4252100,yes; surely; really; on the contrary,"not, non- (negates the meaning of a verb, adjective, or adverb)"
den Weg,4248013,inflection of der (“the”):,away
zu finden,4244175,"to, towards (indicates directionality)",to find; to discover
so viel,4239971,"so, such, that","much, a lot"
wie das,4238992,how,nominative/accusative neuter singular of der: the
in ihren,4218129,"[with dative] in, inside, within, at (inside a building)",inflection of ihr:
die auf,4205640,nominative/accusative singular feminine of der,"[with dative] on, upon (positioned at the top of)"
die Welt,4205353,nominative/accusative singular feminine of der,world
die den,4159308,nominative/accusative singular feminine of der,inflection of der (“the”):
daß der,4156096,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,"nominative masculine singular definite article, the"
der Regel,4134710,"nominative masculine singular definite article, the",rule
daß ich,4131486,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,I (first person singular nominative (subject) pronoun)
und zwar,4120139,and,"Signals a following contrary clause, which is usually introduced with aber (“but”), stressing that the speaker is aware of the contradiction, but that it does not invalidate the statement."
haben Sie,4118406,forms the perfect aspect (have),she; her
Blick auf,4104268,"glance, look","[with dative] on, upon (positioned at the top of)"
nach einem,4102645,"after, past (later in time)",dative masculine/neuter singular of ein
bist du,4069907,second-person singular present of sein,"you (singular familiar), thou"
einer der,4047611,genitive/dative feminine singular of ein,"nominative masculine singular definite article, the"
und für,4043585,and,describes an abstract directionality towards a person or matter
auf einer,4023966,"[with dative] on, upon (positioned at the top of)",genitive/dative feminine singular of ein
auch eine,4021892,"also, too, as well (in addition to whatever or whoever has previously been listed)",nominative/accusative feminine singular of ein
war sie,4011456,first-person singular preterite of sein: was,she; her
von mir,4001987,from,"dative of ich: me, to me"
und sah,3997240,and,first/third-person singular preterite of sehen
wird der,3992670,third-person singular present of werden,"nominative masculine singular definite article, the"
lassen sich,3987492,to allow; to permit; to let,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
von ihnen,3984681,from,"dative of sie; them, to them."
mit seinem,3957710,"with (in the company of, alongside)",dative masculine/neuter singular of sein
ist er,3949362,third-person singular present of sein,he
als das,3944173,"at (approximately) the same moment, when, while, as",nominative/accusative neuter singular of der: the
daß es,3942167,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,"Refers to a neuter noun (person, animal, thing or abstract)"
auf ein,3930205,"[with dative] on, upon (positioned at the top of)",one
er auf,3914587,he,"[with dative] on, upon (positioned at the top of)"
sie von,3914329,she; her,from
nach Hause,3902380,"after, past (later in time)",inflection of hausen:
sie und,3897128,she; her,and
wir sind,3887024,we,first-person plural present of sein
auch bei,3879026,"also, too, as well (in addition to whatever or whoever has previously been listed)","by, near"
mit ihren,3875936,"with (in the company of, alongside)",inflection of ihr:
noch eine,3875655,"still, yet (up to and including a given time)",nominative/accusative feminine singular of ein
die für,3851665,nominative/accusative singular feminine of der,describes an abstract directionality towards a person or matter
für sie,3849630,describes an abstract directionality towards a person or matter,she; her
an sich,3845934,"on, upon, at, in, against","Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
die nicht,3840636,nominative/accusative singular feminine of der,"not, non- (negates the meaning of a verb, adjective, or adverb)"
ich sie,3831251,I (first person singular nominative (subject) pronoun),she; her
zur Verfügung,3829595,"contraction of zu + der, literally “to the (feminine)”","disposal, disposition (control over something)"
die Möglichkeit,3815329,nominative/accusative singular feminine of der,"possibility, likelihood"
auch ein,3811578,"also, too, as well (in addition to whatever or whoever has previously been listed)",one
in meinem,3805107,"[with dative] in, inside, within, at (inside a building)",dative masculine/neuter singular of mein
wieder in,3797585,again; indicates that the action taking place has happened before,"[with dative] in, inside, within, at (inside a building)"
sich vor,3794565,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","in front of, ahead of (relative location in space)"
die Frau,3780791,nominative/accusative singular feminine of der,woman (adult female human)
sie eine,3778230,she; her,nominative/accusative feminine singular of ein
ich ihn,3777802,I (first person singular nominative (subject) pronoun),"accusative of er; him, it (masculine, direct object)."
hat die,3767849,third-person singular present of haben,nominative/accusative singular feminine of der
nicht von,3762530,"not, non- (negates the meaning of a verb, adjective, or adverb)",from
hin und,3749137,"there, thither; denotes direction towards a place that is not the speaker’s current location.",and
mit mir,3738167,"with (in the company of, alongside)","dative of ich: me, to me"
